year,name,rank,citizenship,countrycode,networthusbillion,selfmade,typeofwealth,gender,age,industry,IndustryAggregates,region,north,politicalconnection,founder,generationofinheritance,sector,company,companytype,relationshiptocompany,foundingdate,gdpcurrentus,sourceofwealth,notes,notes2,source,source_2,source_3,source_4
2014,Ken Fisher,731,United States,USA,2.4,self-made,self-made finance,male,63,Money Management,Financial,North America,1,,1,0,money management,Fisher Investments,new,founder,1979,,Money management,,,http://en.wikipedia.org/wiki/Kenneth_Fisher,http://www.forbes.com/profile/ken-fisher/,http://www.investmentnews.com/article/20150414/FREE/150419962/ken-fisher-plans-to-step-down-as-ceo-of-firm,
2014,Kevin Plank,731,United States,USA,2.4,self-made,founder non-finance,male,41,Consumer,Traded Sectors,North America,1,,1,0,apparel,Under Armour,new,founder,1998,,Under Armour,,,http://en.wikipedia.org/wiki/Kevin_Plank,http://www.forbes.com/profile/kevin-plank/,"PLANK'S SENSE OF PLACE; Under Armour founder grounds myriad ambitions in his Maryland roots The Baltimore Sun May 12, 2013 Sunday",
2014,Kwek Leng Beng,731,Singapore,SGP,2.4,inherited,inherited,male,73,Diversified financial,Financial,East Asia,0,,0,inherited from father,banking,Hong Leong Group,new,relation,1948,,diversified,inherited from father,,http://en.wikipedia.org/wiki/Kwek_Leng_Beng,http://www.hongleong.com.sg/about-us/history-and-milestones,,
2014,Lawrence Stroll,731,Canada,CAN,2.4,self-made,executive,male,54,"Retail, Restaurant",Non-Traded Sectors,North America,1,,0,0,retail,Michael Kors,new,chairman,1981,,retail,,,http://www.forbes.com/profile/lawrence-stroll/,http://phx.corporate-ir.net/phoenix.zhtml?c=235654&p=irol-homeprofile,,
2014,Leszek Czarnecki,731,Poland,POL,2.4,self-made,self-made finance,male,52,Money Management,Financial,Europe,0,,1,0,banking,Getin Holding,new,founder,1996,,finance,,,http://www.forbes.com/profile/leszek-czarnecki/,http://pl.wikipedia.org/wiki/Getin_Holding,"Currency-Exchange Gamble Is Costing Polish Consumers; Low-Interest Loans in Swiss Francs Turn Calamitous as Zloty Tumbles The Washington Post March 15, 2009 Sunday",
2014,Liang Yunchao,731,China,CHN,2.4,self-made,founder non-finance,male,45,Consumer,Traded Sectors,East Asia,0,,1,0,nutrition supplements,Guangdong By-Health Biotechnology,new,founder,1995,,nutrition supplements,,,http://cn.mr-guangdong.com/suppliers/cinfo_540.html,http://www.forbes.com/profile/liang-yunchao/,,
2014,Louis Le Duff,731,France,FRA,2.4,self-made,founder non-finance,male,67,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,1,0,restaurant,Brioche Doree,new,founder,1976,,bakeries,,,http://www.forbes.com/profile/louis-le-duff/,https://www.youtube.com/watch?v=5n12j1yGkNQ,,
2014,Ma Jianrong,731,China,CHN,2.4,inherited,inherited,male,50,Consumer,Traded Sectors,East Asia,0,,0,inherited from father,textiles,Shenzhou International,new,relative,1990,,"textiles, apparel",inherited from relative,,http://www.forbes.com/profile/ma-jianrong/,http://www.shenzhouintl.com/cn_jt/lc.asp,,
2014,Maja Oeri,731,Switzerland,CHE,2.4,inherited,inherited,female,59,Technology-Medical,New Sectors,Europe,1,,0,inherited from father,pharmaceuticals,Roche,new,relative,1896,,Roche Holding,long time family ownership,holds 5% share in company,http://www.forbes.com/sites/tatianaserafin/2013/01/11/swiss-heiress-moma-trustee-joins-billionaire-ranks/,http://en.wikipedia.org/wiki/Hoffmann-La_Roche,,
2014,Manuel Jove,731,Spain,ESP,2.4,self-made,self-made finance,male,72,Real Estate,Financial,Europe,1,,1,0,real estate,Fadesa,new,founder,1980,,real estate,,,http://es.wikipedia.org/wiki/Manuel_Jove,http://www.forbes.com/profile/manuel-jove/,,
2014,Mortimer Zuckerman,731,United States,USA,2.4,self-made,self-made finance,male,76,Real Estate,Financial,North America,1,,1,0,real estate,Boston Properties,new,founder,1970,,"real estate, media",,,http://en.wikipedia.org/wiki/Mortimer_Zuckerman,http://en.wikipedia.org/wiki/Boston_Properties,http://www.forbes.com/profile/mortimer-zuckerman/,
2014,Onsi Sawiris,731,Egypt,EGY,2.4,self-made,founder non-finance,male,84,Constrution,Non-Traded Sectors,Middle East/North Africa,0,,1,0,construction,Orascom,new,founder,1950,,"construction, telecom","Some evidence connected money, but less evidence that connections made his fortune.",,http://en.wikipedia.org/wiki/Sawiris_Family,http://www.euroasiaindustry.com/article/sawiris-dynasty-pharaohs-of-the-boardroom,,
2014,Pankaj Patel,731,India,IND,2.4,inherited,inherited,male,60,Technology-Medical,New Sectors,South Asia,0,,0,inherited from father,pharmaceuticals,Cadila Healthcare,new,relation,1952,,pharmaceuticals,inherited from relative,,http://en.wikipedia.org/wiki/Pankaj_Patel,http://en.wikipedia.org/wiki/Cadila_Healthcare,,
2014,Richard Desmond,731,United Kingdom,GBR,2.4,self-made,founder non-finance,male,62,Media,Non-Traded Sectors,Europe,1,,1,0,media,Northern & Shell,new,founder,1974,,publishing,,,http://en.wikipedia.org/wiki/Richard_Desmond,http://en.wikipedia.org/wiki/Northern_%26_Shell,http://www.theguardian.com/media/2015/sep/23/richard-desmond-and-executives-enjoy-100m-bonanza-after-channel-5-sale,
2014,Rodney Lewis,731,United States,USA,2.4,self-made,privatized and resources,male,60,Energy,Resource Related,North America,1,,1,0,oil and natural gas,Lewis Energy,new,founder,1983,,natural gas,,,http://en.wikipedia.org/wiki/Rodney_Lewis,http://www.expressnews.com/news/local_news/article/Wife-of-oil-baron-Lewis-files-for-divorce-4589398.php,,
2014,Saleh Kamel,731,Saudi Arabia,SAU,2.4,self-made,self-made finance,male,72,Diversified financial,Financial,Middle East/North Africa,0,,1,0,airport maintenance,Dallah al Baraka Group,new,founder,1969,,diversified,,,http://en.wikipedia.org/wiki/Saleh_Abdullah_Kamel,"ISLAMIC BANKS TURN ATTENTION TO US MARKET The Guardian (London) April 9, 1994",,
2014,Sebastian Pinera,731,Chile,CHL,2.4,self-made,privatized and resources,male,64,Diversified financial,Financial,Latin America,0,1,1,0,credit cards,Bancard,new,founder,1976,,investments,President of Chile until 2014,,http://www.forbes.com/profile/sebastian-pinera/,http://www.bbc.com/news/world-latin-america-11558721,,
2014,Silas Chou,731,Hong Kong,HKG,2.4,self-made,executive,male,67,Consumer,Traded Sectors,East Asia,0,,0,0,retail,Michael Kors,new,chairman,1981,,apparel,,,http://www.forbes.com/profile/lawrence-stroll/,http://phx.corporate-ir.net/phoenix.zhtml?c=235654&p=irol-homeprofile,,
2014,Stephen Lansdown,731,Guernsey,GGY,2.4,self-made,self-made finance,male,61,Money Management,Financial,Europe,1,,1,0,financial services,Hargreaves Lansdown,new,founder,1981,,financial services,,,http://en.wikipedia.org/wiki/Peter_Hargreaves,http://www.telegraph.co.uk/finance/personalfinance/9912148/Hargreaves-Lansdown-founder-enters-billionaire-elite.html,,
2014,Tilman Fertitta,731,United States,USA,2.4,self-made,founder non-finance,male,56,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,restaurant,Landry's Restaurant,aquired,founder,1980,,"restaurants, casinos",,,http://en.wikipedia.org/wiki/Tilman_J._Fertitta,http://www.texasmonthly.com/list/telling-fortunes/no-28-tilman-fertitta/,,
2014,Peter Lim,763,Singapore,SGP,2.4,self-made,self-made finance,male,60,Diversified financial,Financial,East Asia,0,,0,0,palm oil,Wilmar International,new,investor,1991,,investments,,,http://en.wikipedia.org/wiki/Peter_Lim,http://en.wikipedia.org/wiki/Wilmar_International,http://www.independent.co.uk/sport/football/european/peter-lim-who-is-the-singaporean-billionaire-who-appointed-gary-neville-valencia-manager-a6757361.html,
2014,Alexander Mamut,764,Russia,RUS,2.3,self-made,privatized and resources,male,54,Diversified financial,Financial,Europe,0,1,0,0,technology,Livejournal,new,investor,1999,,investments,advisor to Boris Yeltsin,,http://www.forbes.com/profile/alexander-mamut/,http://en.wikipedia.org/wiki/LiveJournal#History,"Business & Media: Media: THE ONLINE OLIGARCH The Observer (England) December 2, 2007",
2014,Alexander Ponomarenko,764,Russia,RUS,2.3,self-made,privatized and resources,male,49,Real Estate,Financial,Europe,0,,0,0,port,NCSP Group,privatization,chairman,1957,,port,sold back to russian govt in 2011,,http://en.wikipedia.org/wiki/Novorossiysk_Commercial_Sea_Port,http://www.forbes.com/profile/alexander-ponomarenko/,http://www.nmtp.info/en/holding/about/history/port/,
2014,Alexander Skorobogatko,764,Russia,RUS,2.3,self-made,privatized and resources,male,46,Real Estate,Financial,Europe,0,,0,0,port,NCSP Group,privatization,chairman,1958,,port,sold back to russian govt in 2012,,http://en.wikipedia.org/wiki/Novorossiysk_Commercial_Sea_Port,http://www.forbes.com/profile/alexander-ponomarenko/,http://www.nmtp.info/en/holding/about/history/port/,
2014,"Bernard Saul, II.",764,United States,USA,2.3,inherited,inherited,male,81,Money Management,Financial,North America,1,,0,Third generation,mortgage banking,B. F. Saul Company,new,relation,1899,,"banking, real estate",3rd generation,,http://en.wikipedia.org/wiki/Bernard_Francis_Saul,http://www.bizjournals.com/washington/stories/2009/12/28/story3.html?page=all,,
2014,Bill Gross,764,United States,USA,2.3,self-made,self-made finance,male,69,Diversified financial,Financial,North America,1,,1,0,mutual funds,PIMCO,new,founder,1971,,investments,,,http://en.wikipedia.org/wiki/Bill_Gross,http://en.wikipedia.org/wiki/Pacific_Investment_Management,http://www.forbes.com/profile/bill-gross/,
2014,Cai Kui,764,China,CHN,2.3,self-made,self-made finance,male,51,Real Estate,Financial,East Asia,0,,1,0,real estate,Longfor Properties,new,founder,1995,,real estate,,,http://www.forbes.com/profile/cai-kui/,,,
2014,Caprotti Bernardo,764,Italy,ITA,2.3,self-made,founder non-finance,male,88,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,1,0,groceries,Esselunga,new,founder,1957,,grocery stores,,,http://www.forbes.com/profile/caprotti-bernardo/,http://biografieonline.it/biografia.htm?BioID=2612&biografia=Bernardo+Caprotti,,
2014,Chen Fashu,764,China,CHN,2.3,self-made,self-made finance,male,53,Diversified financial,Financial,East Asia,0,,0,0,mining,Zijin Mining Group,new,investor,2000,,diversified,,,http://en.wikipedia.org/wiki/Zijin_Mining,http://www.forbes.com/profile/chen-fashu/,,
2014,"Clemmie Spangler, Jr.",764,United States,USA,2.3,inherited,inherited,male,81,Diversified financial,Financial,North America,1,,0,inherited from father,banking,Bank of North Carolina,new,relation,1991,,investments,inherited from father,,http://en.wikipedia.org/wiki/Clemmie_Spangler,http://en.wikipedia.org/wiki/Bank_of_North_Carolina,http://www.bankofnc.com/history.php,
2014,David Murdock,764,United States,USA,2.3,self-made,executive,male,90,Consumer,Traded Sectors,North America,1,,0,0,food,Dole Food Company,aquired,Chairman and Chief Executive Officer,1851,,"Dole, real estate",aquired in 1985,,http://en.wikipedia.org/wiki/David_H._Murdock,http://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=259280,,
2014,George Ty,764,Philippines,PHL,2.3,self-made,self-made finance,male,81,Money Management,Financial,East Asia,0,,1,0,banking,Metropolitan Bank and Trust Company,new,founder,1962,,banking,,,http://en.wikipedia.org/wiki/George_Ty,http://en.wikipedia.org/wiki/Metropolitan_Bank_and_Trust_Company,http://www.forbes.com/profile/george-ty/,
2014,Henadiy Boholyubov,764,Ukraine,UKR,2.3,self-made,self-made finance,male,52,Money Management,Financial,Europe,0,,0,0,Banking,Privatbank,new,owner,1992,,"banking, investments",,,http://en.wikipedia.org/wiki/Privatbank,http://www.forbes.com/profile/henadiy-boholyubov/,http://www.kyivpost.com/content/business/privatbanks-secretive-mogul-finally-talks-21423.html,
2014,Indu Jain,764,India,IND,2.3,inherited,inherited,female,77,Media,Non-Traded Sectors,South Asia,0,,0,spouse or widow,media,"Bennett, Coleman & Co Ltd.",new,relation,1838,,media,widowed,"chair of company, sons have leadership roles, not daughter, though granddaughter sits on board",http://en.wikipedia.org/wiki/Indu_Jain,http://www.forbes.com/profile/indu-jain/,,
2014,James France,764,United States,USA,2.3,inherited,inherited,male,69,Other,0,North America,1,,0,inherited from father,sports,NASCAR,new,relation,1947,,auto racing,inherited from father,,http://en.wikipedia.org/wiki/Jim_France,http://www.nascar.com/en_us/news-media/articles/2014/10/27/ups-game-changers-bill-france-sr-anne-bledsoe-france.html,,
2014,Jean (Gigi) Pritzker,764,United States,USA,2.3,inherited,inherited,female,52,Real Estate,Financial,North America,1,,0,inherited from father,hotels,Hyatt,aquired,relation,1957,,"hotels, investments",inherited from father,not involved in company,http://en.wikipedia.org/wiki/Pritzker_family,http://www.forbes.com/profile/jean-gigi-pritzker/,,
2014,Jean Claude Gandur,764,Switzerland,CHE,2.3,self-made,privatized and resources,male,65,Energy,Resource Related,Europe,1,,1,0,oil,Addax Petroleum,new,founder,1994,,"oil trading, exploration",,,http://fr.wikipedia.org/wiki/Jean_Claude_Gandur,http://en.wikipedia.org/wiki/Addax_Petroleum,http://www.oryxpetroleum.com/en/about-us/organisation/jean-claude-gandur.php,
2014,Jia Yueting,764,China,CHN,2.3,self-made,founder non-finance,male,41,Media,Non-Traded Sectors,East Asia,0,,1,0,entertainment,Leshi Television,new,founder,2000,,entertainment,,,http://www.forbes.com/profile/jia-yueting/,,,
2014,John Whittaker,764,United Kingdom,GBR,2.3,self-made,self-made finance,male,71,Real Estate,Financial,Europe,1,,1,0,real estate,The Peel Group,aquired,founder,1971,,real estate,,,http://en.wikipedia.org/wiki/John_Whittaker_(businessman),http://en.wikipedia.org/wiki/The_Peel_Group,http://www.peel.co.uk/history/,
2014,Julio Ponce,764,Chile,CHL,2.3,self-made,privatized and resources,male,68,Consumer,Traded Sectors,Latin America,0,1,0,0,mining,Quimica y Minera de Chile,privatization,chairman,1968,,fertilizers,"married to Pinochet's daughter, took advantage of post-dictatorship privitization",,http://www.forbes.com/sites/erincarlyle/2013/06/19/meet-chemicals-billionaire-julio-ponce-lerou-former-son-in-law-of-chilean-dictator-augusto-pinochet/,http://www.sqm.com/en-us/acercadesqm.aspx,,
2014,Kenneth Langone,764,United States,USA,2.3,self-made,self-made finance,male,78,Diversified financial,Financial,North America,1,,1,0,home improvement retail,Home Depot,new,founder,1979,,investments,,,http://en.wikipedia.org/wiki/Bernard_Marcus,https://corporate.homedepot.com/OurCompany/History/Pages/default.aspx,"ANGRY BIZ MOGUL 'SPITZ' ON ELIOT The New York Post December 10, 2005 Saturday",
2014,Kuok Khoon Hong,764,Singapore,SGP,2.3,self-made,privatized and resources,male,64,Mining and metals,Resource Related,East Asia,0,,1,0,palm oil,Wilmar International,new,founder,1991,,palm oil,,,http://en.wikipedia.org/wiki/Kuok_Khoon_Hong,http://www.forbes.com/profile/martua-sitorus/,http://www.wilmar-international.com/who-we-are/corporate-profile/,
2014,Mario Moretti Polegato,764,Italy,ITA,2.3,self-made,founder non-finance,male,61,Consumer,Traded Sectors,Europe,1,,1,0,footwear,Geox,new,founder,1995,,shoes,,,http://it.wikipedia.org/wiki/Mario_Moretti_Polegato,http://it.wikipedia.org/wiki/Geox,,
2014,Michal Solowow,764,Poland,POL,2.3,self-made,self-made finance,male,51,Diversified financial,Financial,Europe,0,,0,0,chemicals,Synthos,aquired,investor,1945,,investments,,,http://pl.wikipedia.org/wiki/Micha%C5%82_So%C5%82owow,http://www.bloomberg.com/news/articles/2014-09-18/billionaire-rally-car-driver-plans-debut-eurobond-poland-credit,,
2014,Penny Pritzker,764,United States,USA,2.3,inherited,inherited,female,54,Real Estate,Financial,North America,1,,0,inherited from father,hotels,Hyatt,aquired,relation,1957,,"hotels, investments",inherited from father,"not involved in company, current secretary of commerce",http://en.wikipedia.org/wiki/Pritzker_family,http://www.forbes.com/profile/penny-pritzker/,,
2014,Richard Marriott,764,United States,USA,2.3,inherited,inherited,male,75,Real Estate,Financial,North America,1,,0,inherited from father,hotels,Marriot,new,relation,1927,,hotels,inherited from father,,http://en.wikipedia.org/wiki/Marriott_International,http://www.marriott.com/about/culture-and-values/history.mi#earlyyears,,
2014,Robert Miller CA,764,Canada,CAN,2.3,self-made,founder non-finance,male,68,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,electronics,Future Electronics,new,founder,1968,,retail,,,http://www.forbes.com/profile/robert-miller/,http://fortune.com/2013/04/04/5-billionaires-who-want-to-live-forever/,,
2014,Stanley Hubbard,764,United States,USA,2.3,self-made,executive,male,80,Media,Non-Traded Sectors,North America,1,,0,0,media,Hubbard Broadcasting Inc,new,owner,1925,,DirecTV,,,http://en.wikipedia.org/wiki/Hubbard_Broadcasting,http://www.1500espn.com/station-history/,http://www.forbes.com/profile/stanley-hubbard/,
2014,Victor Fung,764,United States,USA,2.3,inherited,inherited,male,68,Other,0,North America,1,,0,Third generation,supply chain,Li & Fung Group,new,relation,1906,,trading company,3rd generation,,http://en.wikipedia.org/wiki/William_Fung,http://en.wikipedia.org/wiki/Li_%26_Fung,"With Pride in the Family's Past, The Business Is Business as Usual The New York Times June 19, 1997, Thursday, Late Edition - Final",
2014,Wang Changtian,764,China,CHN,2.3,self-made,founder non-finance,male,48,Media,Non-Traded Sectors,East Asia,0,,0,0,entertainment,Beijing Enlight,new,chairman,2000,,entertainment,,,http://www.forbes.com/profile/wang-changtian/,http://successstory.com/people/wang-changtian,,
